group,target_relative_path,origin_project_relative_path,row_count,size_bytes,source_sha256,copied_sha256,hash_match
ETF11_external_sources,data/import/daily/etf11_sources/macro/jpy_cash.csv,data/etf11/raw/20260712T135236Z/macro/jpy_cash.csv,437,19994,253e6cb8032317940dbddb5d444198b897f95b21dde8b4d5d528b7752f9e188f,253e6cb8032317940dbddb5d444198b897f95b21dde8b4d5d528b7752f9e188f,PASS
ETF11_external_sources,data/import/daily/etf11_sources/macro/usd_cash.csv,data/etf11/raw/20260712T135236Z/macro/usd_cash.csv,13339,278805,b3bdf24b3c184d0a004dc285374be4c3957f7ae444cda9e5e19bf1170fe6db91,b3bdf24b3c184d0a004dc285374be4c3957f7ae444cda9e5e19bf1170fe6db91,PASS
ETF11_external_sources,data/import/daily/etf11_sources/macro/usdjpy.csv,data/etf11/raw/20260712T135236Z/macro/usdjpy.csv,9160,244464,6f273a671c95ebd15ec960fb7beef1d217245d836b030999d5aa23dd14f1f15d,6f273a671c95ebd15ec960fb7beef1d217245d836b030999d5aa23dd14f1f15d,PASS
saxo_ETF_daily_raw,data/import/daily/saxo_etf_raw/collection_summary.csv,data/etf_daily/20260712T132427Z/collection_summary.csv,12,2844,fb53cd4bef3d35cb2e84833009f0d1093d0d243b361ab010c6911591b4f9bca1,fb53cd4bef3d35cb2e84833009f0d1093d0d243b361ab010c6911591b4f9bca1,PASS
saxo_ETF_daily_raw,data/import/daily/saxo_etf_raw/eem_daily.csv,data/etf_daily/20260712T132427Z/eem_daily.csv,5850,1198699,1aeef63d74195370fd0ed4eb7314bf04945c491dfecc3803e312a565ab1fd27c,1aeef63d74195370fd0ed4eb7314bf04945c491dfecc3803e312a565ab1fd27c,PASS
saxo_ETF_daily_raw,data/import/daily/saxo_etf_raw/efa_daily.csv,data/etf_daily/20260712T132427Z/efa_daily.csv,5996,1141608,4d869091aca705873a8aaeecab46abe07e908c508d0d8a418c7b4401b449cbf7,4d869091aca705873a8aaeecab46abe07e908c508d0d8a418c7b4401b449cbf7,PASS
saxo_ETF_daily_raw,data/import/daily/saxo_etf_raw/gld_daily.csv,data/etf_daily/20260712T132427Z/gld_daily.csv,5445,1038861,326fb5eb52fc78fbbb982a2086565fa24499f341a9e016fd85522da9ba5df743,326fb5eb52fc78fbbb982a2086565fa24499f341a9e016fd85522da9ba5df743,PASS
saxo_ETF_daily_raw,data/import/daily/saxo_etf_raw/icom_daily.csv,data/etf_daily/20260712T132427Z/icom_daily.csv,2189,468854,f87d626be6fdbbf5e1246873d72291ea040c2c3b8c3af344b153b11d0df13161,f87d626be6fdbbf5e1246873d72291ea040c2c3b8c3af344b153b11d0df13161,PASS
saxo_ETF_daily_raw,data/import/daily/saxo_etf_raw/ief_daily.csv,data/etf_daily/20260712T132427Z/ief_daily.csv,2246,461509,311230ab22ce8b0ef688305509e7d69b5a9cd175acbab0afb692ada400686d07,311230ab22ce8b0ef688305509e7d69b5a9cd175acbab0afb692ada400686d07,PASS
saxo_ETF_daily_raw,data/import/daily/saxo_etf_raw/instrument_master.csv,data/etf_daily/20260712T132427Z/instrument_master.csv,12,2953,3d45d64ab251135d3b55524f21b48e37270abcc7044cb28bc14aecc1a87b7cbd,3d45d64ab251135d3b55524f21b48e37270abcc7044cb28bc14aecc1a87b7cbd,PASS
saxo_ETF_daily_raw,data/import/daily/saxo_etf_raw/iwm_daily.csv,data/etf_daily/20260712T132427Z/iwm_daily.csv,5996,1173923,67182e837ad4bfffb55ff7165bd86acddfbf2c272087ee2c86fac3a6ceb7f776,67182e837ad4bfffb55ff7165bd86acddfbf2c272087ee2c86fac3a6ceb7f776,PASS
saxo_ETF_daily_raw,data/import/daily/saxo_etf_raw/lqd_daily.csv,data/etf_daily/20260712T132427Z/lqd_daily.csv,5693,1246769,d465f0f0e3a56828440ac4db1c30ed1b555ef556b9d34578e77ab8d9ac470478,d465f0f0e3a56828440ac4db1c30ed1b555ef556b9d34578e77ab8d9ac470478,PASS
saxo_ETF_daily_raw,data/import/daily/saxo_etf_raw/shy_daily.csv,data/etf_daily/20260712T132427Z/shy_daily.csv,2246,453344,0b63f05fba7e5ed1eae7a258c10bf9d65fa93b1dec7f9060133edad1854eabb2,0b63f05fba7e5ed1eae7a258c10bf9d65fa93b1dec7f9060133edad1854eabb2,PASS
saxo_ETF_daily_raw,data/import/daily/saxo_etf_raw/spy_daily.csv,data/etf_daily/20260712T132427Z/spy_daily.csv,5996,1212481,38117c67e0039ebe36826d79b57f48d360e290da4ec704f2cbb82e784ee233cd,38117c67e0039ebe36826d79b57f48d360e290da4ec704f2cbb82e784ee233cd,PASS
saxo_ETF_daily_raw,data/import/daily/saxo_etf_raw/tip_daily.csv,data/etf_daily/20260712T132427Z/tip_daily.csv,5678,1093937,12c963d462c398372fbd539e10c867c85609fee7b354e557380cc61efeeb7585,12c963d462c398372fbd539e10c867c85609fee7b354e557380cc61efeeb7585,PASS
saxo_ETF_daily_raw,data/import/daily/saxo_etf_raw/tlt_daily.csv,data/etf_daily/20260712T132427Z/tlt_daily.csv,5748,1177678,d50d8f4ffce23011e35d66133f29f85a08c132f1e9a2604c5423fc5d887d5c2a,d50d8f4ffce23011e35d66133f29f85a08c132f1e9a2604c5423fc5d887d5c2a,PASS
saxo_ETF_daily_raw,data/import/daily/saxo_etf_raw/vnq_daily.csv,data/etf_daily/20260712T132427Z/vnq_daily.csv,5485,1053990,1449ae8532d42e4a16f403caf6105b48ec784bc6c7ca55833bce63caa99aa5a8,1449ae8532d42e4a16f403caf6105b48ec784bc6c7ca55833bce63caa99aa5a8,PASS
saxo_multi_asset_daily,data/import/daily/saxo_multi_asset/collection_summary.csv,data/daily/20260711T142448Z/collection_summary.csv,6,1401,20a0bd312f3a1b240c410d6b2874d6f3ac71286022fb2600a8f4f697d611eb6d,20a0bd312f3a1b240c410d6b2874d6f3ac71286022fb2600a8f4f697d611eb6d,PASS
saxo_multi_asset_daily,data/import/daily/saxo_multi_asset/eurusd_daily.csv,data/daily/20260711T142448Z/eurusd_daily.csv,14474,3263878,1f6816508015a04417d57dec60135d7e5b3caff36d0f7382cdab5f4ad1277823,1f6816508015a04417d57dec60135d7e5b3caff36d0f7382cdab5f4ad1277823,PASS
saxo_multi_asset_daily,data/import/daily/saxo_multi_asset/gold_daily.csv,data/daily/20260711T142448Z/gold_daily.csv,6380,1459671,339b509dc7d641a40121e57c0ae4d131c84d0a888e73821c51d398c2cc62d5c8,339b509dc7d641a40121e57c0ae4d131c84d0a888e73821c51d398c2cc62d5c8,PASS
saxo_multi_asset_daily,data/import/daily/saxo_multi_asset/instrument_master.csv,data/daily/20260711T142448Z/instrument_master.csv,6,1311,bc74cd8d96ad0fb0f1210b0c984882525ec2bef7829155823f71a6abfdc9bae6,bc74cd8d96ad0fb0f1210b0c984882525ec2bef7829155823f71a6abfdc9bae6,PASS
saxo_multi_asset_daily,data/import/daily/saxo_multi_asset/us500_daily.csv,data/daily/20260711T142448Z/us500_daily.csv,10828,2465964,decbee16142b6d9b942c0d4a9ce51619998676290a4f660f1e47b1e6b04e1fb4,decbee16142b6d9b942c0d4a9ce51619998676290a4f660f1e47b1e6b04e1fb4,PASS
saxo_multi_asset_daily,data/import/daily/saxo_multi_asset/us_treasury_daily.csv,data/daily/20260711T142448Z/us_treasury_daily.csv,5748,1252402,1d1d0d2348d0626755803149542eda79634602d5b4eca4b704c0e4192769ec68,1d1d0d2348d0626755803149542eda79634602d5b4eca4b704c0e4192769ec68,PASS
saxo_multi_asset_daily,data/import/daily/saxo_multi_asset/usdjpy_daily.csv,data/daily/20260711T142448Z/usdjpy_daily.csv,8597,2058635,789360875d55fa897efba89337760c29b601972f5e6c7418a4ec6389ef50259d,789360875d55fa897efba89337760c29b601972f5e6c7418a4ec6389ef50259d,PASS
saxo_multi_asset_daily,data/import/daily/saxo_multi_asset/wti_daily.csv,data/daily/20260711T142448Z/wti_daily.csv,6653,1400030,b7c4b4ea32f0278d9cfe29bea8f7f6ada81724691453e551518010474daf4b35,b7c4b4ea32f0278d9cfe29bea8f7f6ada81724691453e551518010474daf4b35,PASS
saxo_intraday,data/import/intraday/collection_summary.csv,data/v12/intraday/20260716T115307Z/collection_summary.csv,26,7589,c463633dd3f59d07abd74b0220775dd785a174cc5196887935a037c595a8185c,c463633dd3f59d07abd74b0220775dd785a174cc5196887935a037c595a8185c,PASS
saxo_intraday,data/import/intraday/normalized/eem_240m.csv,data/v12/intraday/20260716T115307Z/normalized/eem_240m.csv,8046,1486508,ac8a539f29a8bfd76f49cc61be72316a09d73f5eb809289a92844eb9a22fdfbb,ac8a539f29a8bfd76f49cc61be72316a09d73f5eb809289a92844eb9a22fdfbb,PASS
saxo_intraday,data/import/intraday/normalized/eem_60m.csv,data/v12/intraday/20260716T115307Z/normalized/eem_60m.csv,28171,5157220,ad76e712ddaec34f6cc17568ee1aba3f7caab3c038f4aaa5972839b8c35f6694,ad76e712ddaec34f6cc17568ee1aba3f7caab3c038f4aaa5972839b8c35f6694,PASS
saxo_intraday,data/import/intraday/normalized/efa_240m.csv,data/v12/intraday/20260716T115307Z/normalized/efa_240m.csv,8046,1482848,e1cb0c205258a179cda45967a2f822e8e7abbaeb593ba1dcec086df86873e81f,e1cb0c205258a179cda45967a2f822e8e7abbaeb593ba1dcec086df86873e81f,PASS
saxo_intraday,data/import/intraday/normalized/efa_60m.csv,data/v12/intraday/20260716T115307Z/normalized/efa_60m.csv,28171,5152110,a8c1c376d1ba7543cc6c6828b71f4cf07346fc6c3b3441203c07d35ab332be4d,a8c1c376d1ba7543cc6c6828b71f4cf07346fc6c3b3441203c07d35ab332be4d,PASS
saxo_intraday,data/import/intraday/normalized/eurusd_240m.csv,data/v12/intraday/20260716T115307Z/normalized/eurusd_240m.csv,25910,5673923,e82b5db89343f692b68649adc65e70c696ee34800c55eaeebaa0a8d7270889fa,e82b5db89343f692b68649adc65e70c696ee34800c55eaeebaa0a8d7270889fa,PASS
saxo_intraday,data/import/intraday/normalized/eurusd_60m.csv,data/v12/intraday/20260716T115307Z/normalized/eurusd_60m.csv,59952,13061562,33f9a2b5e220a338eae022cc1d210bf613e9acf6927e41625560d57fbc4eafb9,33f9a2b5e220a338eae022cc1d210bf613e9acf6927e41625560d57fbc4eafb9,PASS
saxo_intraday,data/import/intraday/normalized/gld_240m.csv,data/v12/intraday/20260716T115307Z/normalized/gld_240m.csv,8046,1454451,b6abe680db5a2b0b93764578041bbc57a07777db43b33c2f0f4b21c186ffd184,b6abe680db5a2b0b93764578041bbc57a07777db43b33c2f0f4b21c186ffd184,PASS
saxo_intraday,data/import/intraday/normalized/gld_60m.csv,data/v12/intraday/20260716T115307Z/normalized/gld_60m.csv,28170,5048833,2d615fdc63bfde9ae421967213145d38c77bc6257320cc325dbe5332f0f2022b,2d615fdc63bfde9ae421967213145d38c77bc6257320cc325dbe5332f0f2022b,PASS
saxo_intraday,data/import/intraday/normalized/ief_240m.csv,data/v12/intraday/20260716T115307Z/normalized/ief_240m.csv,4479,830073,6f6ef7e970a10ff1973187b5452f8282b8e7c28e5c6b6ec63f09127a067a562b,6f6ef7e970a10ff1973187b5452f8282b8e7c28e5c6b6ec63f09127a067a562b,PASS
saxo_intraday,data/import/intraday/normalized/ief_60m.csv,data/v12/intraday/20260716T115307Z/normalized/ief_60m.csv,15686,2882928,d3e5592f995fa11f723cfe63d7eb2eb5bd1007564905b9d3231e6d670e0c68d3,d3e5592f995fa11f723cfe63d7eb2eb5bd1007564905b9d3231e6d670e0c68d3,PASS
saxo_intraday,data/import/intraday/normalized/iwm_240m.csv,data/v12/intraday/20260716T115307Z/normalized/iwm_240m.csv,8046,1509928,e3a3285fb21ba60fcdbd04c02ef15e6307caaf520bc064d1902b8ac78d6790ad,e3a3285fb21ba60fcdbd04c02ef15e6307caaf520bc064d1902b8ac78d6790ad,PASS
saxo_intraday,data/import/intraday/normalized/iwm_60m.csv,data/v12/intraday/20260716T115307Z/normalized/iwm_60m.csv,28171,5240224,16c4cd9b5055ba50484dfdda78b2c1015da1cba27fe144fc02a0bc0df720329e,16c4cd9b5055ba50484dfdda78b2c1015da1cba27fe144fc02a0bc0df720329e,PASS
saxo_intraday,data/import/intraday/normalized/lqd_240m.csv,data/v12/intraday/20260716T115307Z/normalized/lqd_240m.csv,8047,1511416,3f893f6d1e1143043c52876497afb99551145c8eb37832bee32aff0aded3760c,3f893f6d1e1143043c52876497afb99551145c8eb37832bee32aff0aded3760c,PASS
saxo_intraday,data/import/intraday/normalized/lqd_60m.csv,data/v12/intraday/20260716T115307Z/normalized/lqd_60m.csv,28177,5251664,5c15f830aa2e5302d38fdb08e6f86758cca3f3897af64d0a7102ded7e420bfbd,5c15f830aa2e5302d38fdb08e6f86758cca3f3897af64d0a7102ded7e420bfbd,PASS
saxo_intraday,data/import/intraday/normalized/shy_240m.csv,data/v12/intraday/20260716T115307Z/normalized/shy_240m.csv,4479,818412,565e2c43fcbc9126cc413f06dc40d5fa579162951b765961710d12b39a1a7e2c,565e2c43fcbc9126cc413f06dc40d5fa579162951b765961710d12b39a1a7e2c,PASS
saxo_intraday,data/import/intraday/normalized/shy_60m.csv,data/v12/intraday/20260716T115307Z/normalized/shy_60m.csv,15686,2842740,cedfed11d75df426b15a1015001160f282fece43ee254d998626b854c024a257,cedfed11d75df426b15a1015001160f282fece43ee254d998626b854c024a257,PASS
saxo_intraday,data/import/intraday/normalized/spy_240m.csv,data/v12/intraday/20260716T115307Z/normalized/spy_240m.csv,8047,1519290,5570bd82787673812257acdc57f60320419a0ffcff806561b14b8191f64d81c5,5570bd82787673812257acdc57f60320419a0ffcff806561b14b8191f64d81c5,PASS
saxo_intraday,data/import/intraday/normalized/spy_60m.csv,data/v12/intraday/20260716T115307Z/normalized/spy_60m.csv,28177,5276287,a2d1b856248900cbb0176320f601cc038ed5bca1394268629331b1cb75907d5c,a2d1b856248900cbb0176320f601cc038ed5bca1394268629331b1cb75907d5c,PASS
saxo_intraday,data/import/intraday/normalized/tip_240m.csv,data/v12/intraday/20260716T115307Z/normalized/tip_240m.csv,8047,1507327,ed8145d24808a66b521d5a04a0008d5d823f4559eb8d7b7f7cc6d70cf5d8c2b9,ed8145d24808a66b521d5a04a0008d5d823f4559eb8d7b7f7cc6d70cf5d8c2b9,PASS
saxo_intraday,data/import/intraday/normalized/tip_60m.csv,data/v12/intraday/20260716T115307Z/normalized/tip_60m.csv,28176,5236238,660f70e41c954a78937eeeb0a72ebf095bd598b141ef7b0b6e5930395a6bb499,660f70e41c954a78937eeeb0a72ebf095bd598b141ef7b0b6e5930395a6bb499,PASS
saxo_intraday,data/import/intraday/normalized/tlt_240m.csv,data/v12/intraday/20260716T115307Z/normalized/tlt_240m.csv,5233,973786,a1ad2bfa038dd46a62b0bdc50705d75db24e83b9bca2b35521f903258ca513ae,a1ad2bfa038dd46a62b0bdc50705d75db24e83b9bca2b35521f903258ca513ae,PASS
saxo_intraday,data/import/intraday/normalized/tlt_60m.csv,data/v12/intraday/20260716T115307Z/normalized/tlt_60m.csv,18326,3383267,a4ed77bcf38dc41ce1ceee2b0d6d4942e4d2a091d1adf1482506ddc81f892b14,a4ed77bcf38dc41ce1ceee2b0d6d4942e4d2a091d1adf1482506ddc81f892b14,PASS
saxo_intraday,data/import/intraday/normalized/usdjpy_240m.csv,data/v12/intraday/20260716T115307Z/normalized/usdjpy_240m.csv,25916,5894307,7858b35e789c4b46a076f6e6cde816c5d1ead073af9aefceba92b46c322c1d7c,7858b35e789c4b46a076f6e6cde816c5d1ead073af9aefceba92b46c322c1d7c,PASS
saxo_intraday,data/import/intraday/normalized/usdjpy_60m.csv,data/v12/intraday/20260716T115307Z/normalized/usdjpy_60m.csv,59952,13722939,1bd0b6a4a90585166eb036d8b2ec688e21dfb2c19fc071efdfc56d8f1dc00395,1bd0b6a4a90585166eb036d8b2ec688e21dfb2c19fc071efdfc56d8f1dc00395,PASS
saxo_intraday,data/import/intraday/normalized/vnq_240m.csv,data/v12/intraday/20260716T115307Z/normalized/vnq_240m.csv,8047,1479598,1ecb1eb56f94780ba8dc2b66ae4224e5e3eb11b2649688f6118bea554dccd920,1ecb1eb56f94780ba8dc2b66ae4224e5e3eb11b2649688f6118bea554dccd920,PASS
saxo_intraday,data/import/intraday/normalized/vnq_60m.csv,data/v12/intraday/20260716T115307Z/normalized/vnq_60m.csv,28177,5133257,a86da2191211637d7a1b50911f965210d9d07621ba65e5921112b57550053840,a86da2191211637d7a1b50911f965210d9d07621ba65e5921112b57550053840,PASS
